Dynamic Spectral,PulseID,Source,Telescope,Date,Repeater,Receiver,Observing_band,MJD,GL,GB,SNR,DM_SNR,DM_SNR_err,DM_alig,DM_alig_err,Flux_density,Flux_density_err,Width,Width_err,Freq_high,Freq_low,Freq_peak,Fluence,Fluence_err,Energy,Energy_err,Polar_l,Polar_l_err,Polar_c,Polar_c_err,RM_syn,RM_syn_err,RM_QUfit,RM_QUfit_err,Scatt_t,Scatt_t_err,Scin_f,Scin_f_err,Reference
"",3776,FRB20201124A,FAST,,Yes,19-beam,,59310.35888685,177.6,-8.5,321,,,414.1293,+0.4316/-0.4316,0.5117,+0.0037/-0.0037,13.991,+0.107/-0.107,,,,7.1597,+0.0181/-0.0181,,,84.19,+0.2/-0.2,2.07,+0.31/-0.31,,,-617.031,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3777,FRB20201124A,FAST,,Yes,19-beam,,59310.35888736,177.6,-8.5,9.4,,,," ",0.0445,+0.0059/-0.0059,6.936,+0.978/-0.978,,,,0.3085,+0.0134/-0.0134,,,," ",," ",,,,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3778,FRB20201124A,FAST,,Yes,19-beam,,59310.36376733,177.6,-8.5,157.39,,,413.2756,+0.8363/-0.8363,0.1542,+0.0032/-0.0032,14.971,+0.325/-0.325,,,,2.3088,+0.0163/-0.0163,,,73.67,+0.5/-0.5,12.32,+0.73/-0.73,,,-607.934,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3779,FRB20201124A,FAST,,Yes,19-beam,,59310.36396341,177.6,-8.5,29.35,,,," ",0.0909,+0.0034/-0.0034,8.494,+0.35/-0.35,,,,0.7723,+0.0131/-0.0131,,,," ",," ",,,,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3780,FRB20201124A,FAST,,Yes,19-beam,,59310.36945328,177.6,-8.5,263.81,,,," ",0.4003,+0.0035/-0.0035,14.405,+0.132/-0.132,,,,5.7664,+0.017/-0.017,,,85.08,+0.25/-0.25,1.46,+0.43/-0.43,,,-617.051,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3781,FRB20201124A,FAST,,Yes,19-beam,,59310.37699269,177.6,-8.5,1130.34,,,413.0912,+0.1631/-0.1631,1.0394,+0.0042/-0.0042,14.801,+0.061/-0.061,,,,15.3838,+0.0168/-0.0168,,,87.8,+0.05/-0.05,33.46,+0.09/-0.09,,,-570.326,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3782,FRB20201124A,FAST,,Yes,19-beam,,59310.37889157,177.6,-8.5,8.99,,,," ",0.0176,+0.0024/-0.0024,3.393,+0.537/-0.537,,,,0.0597,+0.0051/-0.0051,,,," ",," ",,,,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3783,FRB20201124A,FAST,,Yes,19-beam,,59310.38343127,177.6,-8.5,24.29,,,," ",0.0955,+0.0034/-0.0034,6.708,+0.267/-0.267,,,,0.6405,+0.0126/-0.0126,,,," ",," ",,,,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3784,FRB20201124A,FAST,,Yes,19-beam,,59310.38465673,177.6,-8.5,57.82,,,," ",0.2195,+0.0045/-0.0045,10.41,+0.238/-0.238,,,,2.2848,+0.0234/-0.0234,,,65.4,+1.09/-1.09,0.52,+1.78/-1.78,,,-613.668,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3785,FRB20201124A,FAST,,Yes,19-beam,,59310.39128915,177.6,-8.5,21.83,,,," ",0.0381,+0.0029/-0.0029,10.073,+0.829/-0.829,,,,0.3838,+0.0114/-0.0114,,,," ",," ",,,,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3786,FRB20201124A,FAST,,Yes,19-beam,,59310.39221599,177.6,-8.5,73.67,,,413.1503,+0.6509/-0.6509,0.2141,+0.0035/-0.0035,6.196,+0.125/-0.125,,,,1.3267,+0.0149/-0.0149,,,75.25,+0.91/-0.91,0.55,+1.57/-1.57,,,-601.835,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3787,FRB20201124A,FAST,,Yes,19-beam,,59310.39492442,177.6,-8.5,126.74,,,," ",0.2387,+0.0032/-0.0032,7.938,+0.121/-0.121,,,,1.895,+0.0141/-0.0141,,,81.78,+0.65/-0.65,0.55,+1.02/-1.02,,,-614.173,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3788,FRB20201124A,FAST,,Yes,19-beam,,59310.39772848,177.6,-8.5,353.97,,,411.84,+0.2495/-0.2495,0.7667,+0.0053/-0.0053,8.72,+0.064/-0.064,,,,6.6853,+0.0162/-0.0162,,,90.51,+0.19/-0.19,17.71,+0.27/-0.27,,,-618.725,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3789,FRB20201124A,FAST,,Yes,19-beam,,59310.40007828,177.6,-8.5,76.76,,,410.4399,+0.4143/-0.4143,0.2493,+0.0034/-0.0034,5.967,+0.098/-0.098,,,,1.4869,+0.0146/-0.0146,,,74.14,+0.78/-0.78,3.68,+1.28/-1.28,,,-584.1,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3790,FRB20201124A,FAST,,Yes,19-beam,,59310.40282432,177.6,-8.5,131.83,,,416.5572,+0.5641/-0.5641,0.2888,+0.004/-0.004,8.345,+0.124/-0.124,,,,2.4099,+0.0136/-0.0136,,,77.36,+0.51/-0.51,4.07,+0.73/-0.73,,,-604.662,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3791,FRB20201124A,FAST,,Yes,19-beam,,59310.40282456,177.6,-8.5,9.41,,,," ",0.0405,+0.0053/-0.0053,6.13,+0.828/-0.828,,,,0.2478,+0.0101/-0.0101,,,," ",," ",,,,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3792,FRB20201124A,FAST,,Yes,19-beam,,59310.40284272,177.6,-8.5,13.1,,,," ",0.0211,+0.0024/-0.0024,5.431,+0.712/-0.712,,,,0.1146,+0.0067/-0.0067,,,," ",," ",,,,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3793,FRB20201124A,FAST,,Yes,19-beam,,59310.40400881,177.6,-8.5,44.42,,,415.7078,+1.4536/-1.4536,0.0784,+0.0035/-0.0035,16.985,+0.819/-0.819,,,,1.3307,+0.021/-0.021,,,48.25,+1.51/-1.51,3.77,+2.32/-2.32,,,-615.836,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3794,FRB20201124A,FAST,,Yes,19-beam,,59310.40404747,177.6,-8.5,96.57,,,," ",0.1035,+0.0019/-0.0019,6.093,+0.136/-0.136,,,,0.6312,+0.0083/-0.0083,,,77.7,+0.75/-0.75,0.45,+1.28/-1.28,,,-603.14,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3795,FRB20201124A,FAST,,Yes,19-beam,,59311.32818639,177.6,-8.5,237.62,,,416.278,+0.3665/-0.3665,0.3795,+0.0034/-0.0034,8.961,+0.087/-0.087,,,,3.4011,+0.0133/-0.0133,,,87.48,+0.28/-0.28,1.35,+0.44/-0.44,,,-562.062,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3796,FRB20201124A,FAST,,Yes,19-beam,,59311.33573132,177.6,-8.5,490.21,,,419.9915,+0.2602/-0.2602,0.5133,+0.004/-0.004,11.488,+0.093/-0.093,,,,5.8965,+0.0133/-0.0133,,,92.75,+0.12/-0.12,0.22,+0.21/-0.21,,,-577.913,,,,12.601,+3.972/-3.972,https://doi.org/10.1038/s41586-022-05071-8
"",3797,FRB20201124A,FAST,,Yes,19-beam,,59311.33696979,177.6,-8.5,26.74,,,," ",0.1205,+0.004/-0.004,7.807,+0.29/-0.29,,,,0.941,+0.0155/-0.0155,,,," ",," ",,,,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3798,FRB20201124A,FAST,,Yes,19-beam,,59311.34210629,177.6,-8.5,261.61,,,," ",0.1357,+0.0035/-0.0035,23.029,+0.6/-0.6,,,,3.1264,+0.0147/-0.0147,,,86.49,+0.22/-0.22,4.36,+0.35/-0.35,,,-584.296,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3799,FRB20201124A,FAST,,Yes,19-beam,,59311.34388484,177.6,-8.5,104.09,,,," ",0.071,+0.0021/-0.0021,10.087,+0.318/-0.318,,,,0.7166,+0.0091/-0.0091,,,75.11,+0.55/-0.55,1.18,+0.87/-0.87,,,-561.083,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3800,FRB20201124A,FAST,,Yes,19-beam,,59311.34820179,177.6,-8.5,44.87,,,410.1782,+0.7417/-0.7417,0.1517,+0.003/-0.003,7.633,+0.176/-0.176,,,,1.1574,+0.0134/-0.0134,,,54.36,+1.81/-1.81,2.34,+2.89/-2.89,,,-575.835,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3801,FRB20201124A,FAST,,Yes,19-beam,,59311.35055063,177.6,-8.5,127.69,,,," ",0.1096,+0.0032/-0.0032,17.28,+0.509/-0.509,,,,1.8925,+0.0141/-0.0141,,,77.03,+0.55/-0.55,0.99,+0.82/-0.82,,,-554.194,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3802,FRB20201124A,FAST,,Yes,19-beam,,59311.35188895,177.6,-8.5,38.5,,,," ",0.12,+0.0032/-0.0032,6.643,+0.2/-0.2,,,,0.7971,+0.012/-0.012,,,58.88,+1.71/-1.71,3.42,+2.48/-2.48,,,-577.431,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3803,FRB20201124A,FAST,,Yes,19-beam,,59311.3520767,177.6,-8.5,9.18,,,," ",0.0126,+0.003/-0.003,7.296,+1.969/-1.969,,,,0.0918,+0.0102/-0.0102,,,," ",," ",,,,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3804,FRB20201124A,FAST,,Yes,19-beam,,59311.35207726,177.6,-8.5,7.32,,,," ",0.0085,+0.0021/-0.0021,5.302,+1.559/-1.559,,,,0.0453,+0.007/-0.007,,,," ",," ",,,,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3805,FRB20201124A,FAST,,Yes,19-beam,,59311.35378248,177.6,-8.5,164.65,,,," ",0.6824,+0.0046/-0.0046,5.659,+0.045/-0.045,,,,3.8618,+0.016/-0.016,,,68.24,+0.44/-0.44,1.66,+0.73/-0.73,,,-596.794,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3806,FRB20201124A,FAST,,Yes,19-beam,,59311.35537679,177.6,-8.5,15.45,,,," ",0.0438,+0.003/-0.003,7.66,+0.578/-0.578,,,,0.3355,+0.0096/-0.0096,,,," ",," ",,,,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3807,FRB20201124A,FAST,,Yes,19-beam,,59311.35793306,177.6,-8.5,204.97,,,412.4382,+0.4497/-0.4497,0.3083,+0.0027/-0.0027,9.422,+0.096/-0.096,,,,2.9045,+0.0133/-0.0133,,,80.15,+0.31/-0.31,1.59,+0.49/-0.49,,,-563.457,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3808,FRB20201124A,FAST,,Yes,19-beam,,59311.35887711,177.6,-8.5,123.55,,,416.3874,+0.3346/-0.3346,0.1632,+0.0029/-0.0029,7.366,+0.146/-0.146,,,,1.2022,+0.0102/-0.0102,,,80.91,+0.47/-0.47,0.18,+0.7/-0.7,,,-563.111,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3809,FRB20201124A,FAST,,Yes,19-beam,,59311.36144135,177.6,-8.5,25.05,,,," ",0.0677,+0.0034/-0.0034,8.009,+0.442/-0.442,,,,0.5424,+0.012/-0.012,,,," ",," ",,,,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3810,FRB20201124A,FAST,,Yes,19-beam,,59311.36253271,177.6,-8.5,84.38,,,413.3331,+0.4668/-0.4668,0.1771,+0.004/-0.004,11.737,+0.285/-0.285,,,,2.0779,+0.0171/-0.0171,,,54.03,+0.81/-0.81,49.98,+1.19/-1.19,,,-557.411,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3811,FRB20201124A,FAST,,Yes,19-beam,,59311.36348882,177.6,-8.5,10.03,,,," ",0.0363,+0.0035/-0.0035,5.6,+0.575/-0.575,,,,0.2034,+0.0077/-0.0077,,,," ",," ",,,,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3812,FRB20201124A,FAST,,Yes,19-beam,,59311.36349007,177.6,-8.5,244.08,,,411.4227,+0.2333/-0.2333,0.5813,+0.0032/-0.0032,5.883,+0.037/-0.037,,,,3.4198,+0.0115/-0.0115,,,90.41,+0.22/-0.22,15.01,+0.32/-0.32,,,-588.827,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3813,FRB20201124A,FAST,,Yes,19-beam,,59311.3636745,177.6,-8.5,14.2,,,," ",0.0214,+0.0022/-0.0022,8.909,+0.977/-0.977,,,,0.1914,+0.0077/-0.0077,,,," ",," ",,,,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3814,FRB20201124A,FAST,,Yes,19-beam,,59311.36647127,177.6,-8.5,1109.97,,,," ",0.5741,+0.003/-0.003,15.889,+0.086/-0.086,,,,9.121,+0.0118/-0.0118,,,92.05,+0.05/-0.05,7.83,+0.08/-0.08,,,-582.715,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3815,FRB20201124A,FAST,,Yes,19-beam,,59311.36917683,177.6,-8.5,78.97,,,412.07,+0.5617/-0.5617,0.2066,+0.0034/-0.0034,8.274,+0.15/-0.15,,,,1.7096,+0.0147/-0.0147,,,69.32,+1.01/-1.01,0.76,+1.61/-1.61,,,-611.429,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3816,FRB20201124A,FAST,,Yes,19-beam,,59311.36962759,177.6,-8.5,832.55,,,413.9786,+0.1741/-0.1741,1.4699,+0.0045/-0.0045,8.388,+0.028/-0.028,,,,12.3298,+0.0149/-0.0149,,,95.84,+0.07/-0.07,0.38,+0.11/-0.11,,,-604.329,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3817,FRB20201124A,FAST,,Yes,19-beam,,59311.37342531,177.6,-8.5,24.67,,,," ",0.0294,+0.0035/-0.0035,9.934,+1.342/-1.342,,,,0.2922,+0.017/-0.017,,,," ",," ",,,,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3818,FRB20201124A,FAST,,Yes,19-beam,,59311.37866982,177.6,-8.5,105.37,,,414.9892,+0.801/-0.801,0.2744,+0.0045/-0.0045,10.662,+0.183/-0.183,,,,2.9258,+0.0171/-0.0171,,,73.32,+0.63/-0.63,2.12,+0.99/-0.99,,,-570.916,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3819,FRB20201124A,FAST,,Yes,19-beam,,59311.37926497,177.6,-8.5,766.78,,,411.3135,+0.1203/-0.1203,1.0726,+0.0037/-0.0037,10.011,+0.037/-0.037,,,,10.7378,+0.015/-0.015,,,95.17,+0.07/-0.07,0.47,+0.12/-0.12,,,-570.279,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3820,FRB20201124A,FAST,,Yes,19-beam,,59311.37995897,177.6,-8.5,126.23,,,418.4876,+0.4881/-0.4881,0.129,+0.0029/-0.0029,9.429,+0.231/-0.231,,,,1.2162,+0.012/-0.012,,,79.57,+0.57/-0.57,2.15,+0.95/-0.95,,,-571.625,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3821,FRB20201124A,FAST,,Yes,19-beam,,59311.37996061,177.6,-8.5,13.28,,,," ",0.0581,+0.003/-0.003,3.4,+0.215/-0.215,,,,0.1976,+0.0069/-0.0069,,,," ",," ",,,,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3822,FRB20201124A,FAST,,Yes,19-beam,,59311.38109204,177.6,-8.5,9.07,,,," ",0.0227,+0.0029/-0.0029,4.426,+0.638/-0.638,,,,0.1005,+0.0066/-0.0066,,,," ",," ",,,,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3823,FRB20201124A,FAST,,Yes,19-beam,,59311.38152653,177.6,-8.5,287.19,,,412.5391,+0.3145/-0.3145,0.5429,+0.0056/-0.0056,11.782,+0.126/-0.126,,,,6.397,+0.0166/-0.0166,,,66.15,+0.23/-0.23,0.32,+0.35/-0.35,,,-612.977,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3824,FRB20201124A,FAST,,Yes,19-beam,,59311.38291895,177.6,-8.5,74.88,,,," ",0.1018,+0.0035/-0.0035,15.68,+0.567/-0.567,,,,1.5946,+0.0182/-0.0182,,,66.5,+0.78/-0.78,0.3,+1.15/-1.15,,,-565.651,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3825,FRB20201124A,FAST,,Yes,19-beam,,59311.3916328,177.6,-8.5,294.61,,,412.717,+0.3961/-0.3961,0.2402,+0.0035/-0.0035,13.312,+0.204/-0.204,,,,3.1968,+0.0136/-0.0136,,,87.87,+0.23/-0.23,0.41,+0.34/-0.34,,,-588.608,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3826,FRB20201124A,FAST,,Yes,19-beam,,59311.39631294,177.6,-8.5,1206.77,,,411.9964,+0.2396/-0.2396,0.5904,+0.003/-0.003,17.581,+0.093/-0.093,,,,10.3787,+0.0118/-0.0118,,,93.98,+0.06/-0.06,10.91,+0.08/-0.08,,,-583.781,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3827,FRB20201124A,FAST,,Yes,19-beam,,59311.396609,177.6,-8.5,27.02,,,," ",0.035,+0.0024/-0.0024,10.443,+0.75/-0.75,,,,0.3667,+0.0104/-0.0104,,,," ",," ",,,,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3828,FRB20201124A,FAST,,Yes,19-beam,,59311.39836375,177.6,-8.5,316.39,,,411.2309,+0.1354/-0.1354,1.2726,+0.0058/-0.0058,5.407,+0.028/-0.028,,,,6.881,+0.016/-0.016,,,88.46,+0.2/-0.2,0.22,+0.28/-0.28,,,-571.133,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3829,FRB20201124A,FAST,,Yes,19-beam,,59311.40022722,177.6,-8.5,268.44,,,417.3628,+0.6236/-0.6236,0.4099,+0.0034/-0.0034,8.851,+0.08/-0.08,,,,3.6288,+0.0136/-0.0136,,,87.51,+0.25/-0.25,15.59,+0.39/-0.39,,,-590.244,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3830,FRB20201124A,FAST,,Yes,19-beam,,59311.40165519,177.6,-8.5,85.59,,,410.1741,+0.6248/-0.6248,0.2102,+0.004/-0.004,8.837,+0.186/-0.186,,,,1.8582,+0.017/-0.017,,,64.52,+0.91/-0.91,0.59,+1.37/-1.37,,,-562.846,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3831,FRB20201124A,FAST,,Yes,19-beam,,59311.40263982,177.6,-8.5,290.62,,,412.1807,+0.2466/-0.2466,0.844,+0.004/-0.004,7.131,+0.038/-0.038,,,,6.0184,+0.0152/-0.0152,,,87.02,+0.24/-0.24,25.15,+0.38/-0.38,,,-591.381,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3832,FRB20201124A,FAST,,Yes,19-beam,,59311.40583485,177.6,-8.5,163.24,,,415.7329,+0.3891/-0.3891,0.325,+0.0035/-0.0035,8.394,+0.098/-0.098,,,,2.7272,+0.0131/-0.0131,,,85.01,+0.43/-0.43,1.44,+0.62/-0.62,,,-592.942,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3833,FRB20201124A,FAST,,Yes,19-beam,,59311.40667085,177.6,-8.5,109.84,,,," ",0.1096,+0.0035/-0.0035,20.636,+0.67/-0.67,,,,2.2605,+0.0179/-0.0179,,,76.19,+0.66/-0.66,4.44,+1.05/-1.05,,,-585.161,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3834,FRB20201124A,FAST,,Yes,19-beam,,59312.26904628,177.6,-8.5,26.12,,,," ",0.0706,+0.003/-0.003,8.267,+0.396/-0.396,,,,0.5837,+0.0126/-0.0126,,,," ",," ",,,,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3835,FRB20201124A,FAST,,Yes,19-beam,,59312.27629742,177.6,-8.5,215.41,,,412.374,+0.15/-0.15,0.4498,+0.0029/-0.0029,4.346,+0.035/-0.035,,,,1.9549,+0.0091/-0.0091,,,82.07,+0.29/-0.29,28.72,+0.46/-0.46,,,-587.524,,,,8.005,+4.476/-4.476,https://doi.org/10.1038/s41586-022-05071-8
"",3836,FRB20201124A,FAST,,Yes,19-beam,,59312.28744398,177.6,-8.5,17.41,,,," ",0.0331,+0.0027/-0.0027,5.284,+0.498/-0.498,,,,0.1746,+0.0075/-0.0075,,,," ",," ",,,,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3837,FRB20201124A,FAST,,Yes,19-beam,,59312.28784024,177.6,-8.5,8.52,,,," ",0.012,+0.0026/-0.0026,3.757,+0.951/-0.951,,,,0.0451,+0.0058/-0.0058,,,," ",," ",,,,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3838,FRB20201124A,FAST,,Yes,19-beam,,59312.28838705,177.6,-8.5,124.95,,,," ",0.0746,+0.0022/-0.0022,9.63,+0.299/-0.299,,,,0.7179,+0.0078/-0.0078,,,82.94,+0.46/-0.46,0.8,+0.71/-0.71,,,-603.95,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3839,FRB20201124A,FAST,,Yes,19-beam,,59312.2909223,177.6,-8.5,434.85,,,412.6363,+0.3277/-0.3277,0.7347,+0.0051/-0.0051,10.465,+0.076/-0.076,,,,7.6888,+0.0165/-0.0165,,,84.97,+0.17/-0.17,33.3,+0.26/-0.26,,,-597.5,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3840,FRB20201124A,FAST,,Yes,19-beam,,59312.2976085,177.6,-8.5,700.58,,,411.8419,+0.4571/-0.4571,0.5227,+0.003/-0.003,10.395,+0.064/-0.064,,,,5.4344,+0.0101/-0.0101,,,85.94,+0.09/-0.09,3.08,+0.14/-0.14,,,-632.196,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3841,FRB20201124A,FAST,,Yes,19-beam,,59312.30352746,177.6,-8.5,411.61,,,," ",0.2218,+0.0029/-0.0029,14.173,+0.19/-0.19,,,,3.1432,+0.0106/-0.0106,,,92.37,+0.17/-0.17,0.47,+0.28/-0.28,,,-616.502,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3842,FRB20201124A,FAST,,Yes,19-beam,,59312.31110412,177.6,-8.5,14.12,,,," ",0.0648,+0.0034/-0.0034,6.453,+0.362/-0.362,,,,0.4186,+0.0091/-0.0091,,,," ",," ",,,,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3843,FRB20201124A,FAST,,Yes,19-beam,,59312.31269895,177.6,-8.5,14.25,,,," ",0.0197,+0.0024/-0.0024,7.845,+1.022/-1.022,,,,0.1546,+0.0075/-0.0075,,,," ",," ",,,,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3844,FRB20201124A,FAST,,Yes,19-beam,,59312.31578773,177.6,-8.5,25.89,,,," ",0.0533,+0.0027/-0.0027,8.162,+0.45/-0.45,,,,0.4355,+0.0094/-0.0094,,,," ",," ",,,,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3845,FRB20201124A,FAST,,Yes,19-beam,,59312.31613945,177.6,-8.5,57.02,,,," ",0.1381,+0.0034/-0.0034,8.191,+0.23/-0.23,,,,1.1307,+0.0158/-0.0158,,,51.54,+1.65/-1.65,1.9,+2.58/-2.58,,,-596.309,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3846,FRB20201124A,FAST,,Yes,19-beam,,59312.31639675,177.6,-8.5,40.48,,,," ",0.051,+0.0019/-0.0019,4.232,+0.192/-0.192,,,,0.216,+0.0053/-0.0053,,,62.26,+1.65/-1.65,5.22,+2.69/-2.69,,,-610.604,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3847,FRB20201124A,FAST,,Yes,19-beam,,59312.31681964,177.6,-8.5,70.01,,,," ",0.0733,+0.0022/-0.0022,9.937,+0.335/-0.335,,,,0.7283,+0.0106/-0.0106,,,69.31,+0.99/-0.99,2.91,+1.47/-1.47,,,-617.329,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3848,FRB20201124A,FAST,,Yes,19-beam,,59312.31721688,177.6,-8.5,654.94,,,411.253,+0.0337/-0.0337,1.479,+0.0037/-0.0037,3.183,+0.01/-0.01,,,,4.7083,+0.0086/-0.0086,,,93.23,+0.1/-0.1,0.11,+0.13/-0.13,,,-616.158,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3849,FRB20201124A,FAST,,Yes,19-beam,,59312.31723722,177.6,-8.5,10.82,,,," ",0.0554,+0.0042/-0.0042,4.369,+0.361/-0.361,,,,0.2421,+0.0091/-0.0091,,,," ",," ",,,,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3850,FRB20201124A,FAST,,Yes,19-beam,,59312.32101811,177.6,-8.5,156.62,,,412.6872,+0.3773/-0.3773,0.215,+0.003/-0.003,9.638,+0.147/-0.147,,,,2.0718,+0.013/-0.013,,,81.15,+0.4/-0.4,16.7,+0.62/-0.62,,,-588.434,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3851,FRB20201124A,FAST,,Yes,19-beam,,59312.3211229,177.6,-8.5,23.48,,,412.9593,+0.454/-0.454,0.0818,+0.0024/-0.0024,3.997,+0.16/-0.16,,,,0.3269,+0.0091/-0.0091,,,," ",," ",,,,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3852,FRB20201124A,FAST,,Yes,19-beam,,59312.3211642,177.6,-8.5,213.77,,,411.5763,+0.3457/-0.3457,0.4202,+0.0032/-0.0032,6.113,+0.057/-0.057,,,,2.568,+0.0141/-0.0141,,,85.44,+0.31/-0.31,0.97,+0.51/-0.51,,,-601.747,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3853,FRB20201124A,FAST,,Yes,19-beam,,59312.32116561,177.6,-8.5,32.08,,,414.4596,+1.2218/-1.2218,0.0538,+0.0024/-0.0024,12.256,+0.599/-0.599,,,,0.6582,+0.0126/-0.0126,,,46.34,+2.03/-2.03,4.69,+3.2/-3.2,,,-590.672,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3854,FRB20201124A,FAST,,Yes,19-beam,,59312.32468634,177.6,-8.5,146.67,,,410.8505,+0.45/-0.45,0.2768,+0.0034/-0.0034,8.339,+0.114/-0.114,,,,2.3088,+0.0133/-0.0133,,,79.93,+0.53/-0.53,1.55,+0.8/-0.8,,,-603.552,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3855,FRB20201124A,FAST,,Yes,19-beam,,59312.32491563,177.6,-8.5,16.06,,,," ",0.0387,+0.0026/-0.0026,7.225,+0.528/-0.528,,,,0.28,+0.0096/-0.0096,,,," ",," ",,,,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3856,FRB20201124A,FAST,,Yes,19-beam,,59312.32601295,177.6,-8.5,301.64,,,416.2038,+0.2715/-0.2715,0.3248,+0.0026/-0.0026,9.622,+0.084/-0.084,,,,3.1256,+0.0115/-0.0115,,,87.33,+0.25/-0.25,9.04,+0.44/-0.44,,,-621.678,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3857,FRB20201124A,FAST,,Yes,19-beam,,59312.3273334,177.6,-8.5,7.6,,,," ",0.0088,+0.0018/-0.0018,7.018,+1.53/-1.53,,,,0.0613,+0.0054/-0.0054,,,," ",," ",,,,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
