Dynamic Spectral,PulseID,Source,Telescope,Date,Repeater,Receiver,Observing_band,MJD,GL,GB,SNR,DM_SNR,DM_SNR_err,DM_alig,DM_alig_err,Flux_density,Flux_density_err,Width,Width_err,Freq_high,Freq_low,Freq_peak,Fluence,Fluence_err,Energy,Energy_err,Polar_l,Polar_l_err,Polar_c,Polar_c_err,RM_syn,RM_syn_err,RM_QUfit,RM_QUfit_err,Scatt_t,Scatt_t_err,Scin_f,Scin_f_err,Reference
"",1957,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58755.02212807,174.89,-0.23,,,,566.2,0.53125,0.02077,0.0015,,,,,,0.0737,0.00045,7.89304E37,0.0481717,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",1975,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58755.89552836,174.89,-0.23,,,,566,,0.02404,0.000189,,,,,,0.0859,0.000772350153324321,9.190338767E37,0.082678731,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",1998,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58756.850846219,174.89,-0.23,,,,565.9,0.36875,0.39488,0.00584,,,,,,1.0978,0.0002336,1.17514E39,0.0250065,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",1084,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58729.027064755,174.89,-0.23,,,,565.1,0.625,0.04704,0.00441,,,,,,0.2479,0.00256,2.65373E38,0.273808,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",1108,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58729.069156788,174.89,-0.23,,,,569.5,1,0.18388,0.00662,,,,,,0.7576,0.00113,8.10982E38,0.120472,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",1116,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58730.878450162,174.89,-0.23,,,,567.6,,0.01018,0.000134,,,,,,0.0325,0.000489097779945944,3.476462067E37,0.052357061,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",1135,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58730.894824509,174.89,-0.23,,,,566.3,0.60625,0.04467,0.00457,,,,,,0.3489,0.00439,3.73462E38,0.469642,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
https://fastlab-imgs.zero2x.org/img/plain/blinkverse/data/frb/frb20121102a_1149.jpg,1149,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58730.908477198,174.89,-0.23,,,,565.3,0.39375,0.22141,0.00696,,,,,,0.7174,0.0008352,7.6793E38,0.0894067,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",1150,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58732.868643456,174.89,-0.23,,,,561.9,,0.00609,0.000086,,,,,,0.0325,0.000525932182612611,3.482839178E37,0.056300119,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",1156,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58732.870838524,174.89,-0.23,,,,566,,0.01777,0.000242,,,,,,0.0373,0.000581435226018016,3.994814932E37,0.062241623,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",1184,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58732.958578814,174.89,-0.23,,,,566,,0.01777,0.000137,,,,,,0.0559,0.000493154748036034,5.984453033E37,0.052791352,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",1193,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58732.962855113,174.89,-0.23,,,,566,,0.01545,0.000116,,,,,,0.0437,0.000375511380360359,4.680332881E37,0.040197836,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",1204,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58732.967100241,174.89,-0.23,,,,569.7,0.875,0.08011,0.00509,,,,,,0.306,0.00143,3.27589E38,0.152565,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",1233,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58732.975953566,174.89,-0.23,,,,566,,0.01209,0.000088,,,,,,0.035,0.000291281900324323,3.744173385E37,0.031181217,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",1238,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58732.977027719,174.89,-0.23,,,,558,,0.00477,0.000035,,,,,,0.0266,0.00022313543599099,2.844635645E37,0.023886258,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",1239,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58732.977551496,174.89,-0.23,,,,563.2,0.54375,0.08701,0.00711,,,,,,0.1627,0.00128,1.74177E38,0.137,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",1244,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58732.980579089,174.89,-0.23,,,,565.4,,0.01172,0.000086,,,,,,0.1069,0.000897153448054051,1.143917529E38,0.096038705,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",1253,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58732.983891296,174.89,-0.23,,,,564.6,0.35625,0.08332,0.00635,,,,,,0.2041,0.0014,2.18522E38,0.149546,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",1264,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58732.989546016,174.89,-0.23,,,,566,,0.0125,0.000096,,,,,,0.0418,0.00036715285362162,4.471062691E37,0.03930307,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
https://fastlab-imgs.zero2x.org/img/plain/blinkverse/data/frb/frb20121102a_1276.jpg,1276,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58733.90244616,174.89,-0.23,,,,568.2,1.0125,0.32554,0.00665,,,,,,1.1134,0.000532,1.19182E39,0.0569497,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
https://fastlab-imgs.zero2x.org/img/plain/blinkverse/data/frb/frb20121102a_1299.jpg,1299,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58733.913149354,174.89,-0.23,,,,565.1,0.36875,0.55489,0.0046,,,,,,0.7325,0.000138,7.8408E38,0.0147727,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",1306,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58733.915516462,174.89,-0.23,,,,567.8,0.875,0.07056,0.0041,,,,,,0.5687,0.0023,6.08798E38,0.245783,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",1324,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58733.919478086,174.89,-0.23,,,,565.5,0.26875,0.09033,0.00703,,,,,,0.2042,0.00148,2.18535E38,0.158035,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",1333,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58733.925077992,174.89,-0.23,,,,566.3,0.63125,0.06306,0.00446,,,,,,0.338,0.00201,3.61825E38,0.214846,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",1339,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58733.928445194,174.89,-0.23,,,,569.4,0.775,0.0675,0.00394,,,,,,0.457,0.00185,4.89184E38,0.198232,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",1340,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58733.929687462,174.89,-0.23,,,,566,,0.00822,0.000078,,,,,,0.0283,0.000307719091567566,3.032627672E37,0.03294079,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",1374,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58735.028646678,174.89,-0.23,,,,569.8,,0.00494,0.000054,,,,,,0.0179,0.000224667338594594,1.921021218E37,0.024050245,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
https://fastlab-imgs.zero2x.org/img/plain/blinkverse/data/frb/frb20121102a_1414.jpg,1414,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58736.994816706,174.89,-0.23,,,,563.6,0.19375,0.83642,0.00632,,,,,,2.5093,0.0001896,2.68612E39,0.0202963,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",1435,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58738.968756535,174.89,-0.23,,,,565.1,0.43125,0.00912,0.00074,,,,,,0.0619,0.0005032,6.62894E37,0.0538667,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",1451,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58738.97851893,174.89,-0.23,,,,567.6,0.61875,0.01028,0.00074,,,,,,0.0523,0.0003256,5.60132E37,0.0348549,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",1497,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58745.927105892,174.89,-0.23,,,,565.6,0.625,0.00498,0.00156,,,,,,0.0162,0.00181,1.73258E37,0.193715,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",1509,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58745.940401903,174.89,-0.23,,,,569,0.58125,0.00748,0.00097,,,,,,0.0243,0.000485,2.60234E37,0.0519184,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",1542,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58746.871756394,174.89,-0.23,,,,566.9,0.44375,0.011,0.00122,,,,,,0.051,0.0007564,5.46374E37,0.0809713,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",1554,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58746.878473749,174.89,-0.23,,,,567.5,0.54375,0.00993,0.00097,,,,,,0.0634,0.0007372,6.78187E37,0.078916,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
https://fastlab-imgs.zero2x.org/img/plain/blinkverse/data/frb/frb20121102a_1573.jpg,1573,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58746.891114846,174.89,-0.23,,,,565.9,0.40625,0.01035,0.00121,,,,,,0.0313,0.0005082,3.34601E37,0.0544019,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",1579,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58746.894485873,174.89,-0.23,,,,566.9,0.38125,0.01876,0.0013,,,,,,0.0394,0.000455,4.21727E37,0.048707,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",1624,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58748.926636114,174.89,-0.23,,,,567.2,0.85625,0.00661,0.00077,,,,,,0.0417,0.0006853,4.46489E37,0.0733602,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",1676,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58749.869581538,174.89,-0.23,,,,563.8,0.73125,0.00809,0.00078,,,,,,0.0502,0.0005694,5.36933E37,0.0609533,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",1678,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58749.869832807,174.89,-0.23,,,,568.2,1.25,0.0125,0.00089,,,,,,0.0631,0.0003916,6.75742E37,0.0419201,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",1684,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58749.873336157,174.89,-0.23,,,,564.2,0.38125,0.01707,0.00091,,,,,,0.1521,0.0005278,1.62814E38,0.0565001,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",1716,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58750.865312062,174.89,-0.23,,,,564.6,0.48125,0.02533,0.00101,,,,,,0.1403,0.0002727,1.50219E38,0.0291921,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
https://fastlab-imgs.zero2x.org/img/plain/blinkverse/data/frb/frb20121102a_1758.jpg,1758,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58751.892081001,174.89,-0.23,,,,565.8,0.43125,0.00788,0.00086,,,,,,0.0388,0.0005504,4.15022E37,0.0589194,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",1769,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58751.904218534,174.89,-0.23,,,,565.1,0.63125,0.00898,0.00069,,,,,,0.0613,0.0004416,6.56563E37,0.0472725,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",1772,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58751.907239351,174.89,-0.23,,,,566.9,0.41875,0.00669,0.00092,,,,,,0.023,0.0005152,2.46357E37,0.0551513,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",1781,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58751.913764539,174.89,-0.23,,,,564.5,0.51875,0.0117,0.00159,,,,,,0.0418,0.0008586,4.4713E37,0.0919116,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",1789,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58751.919890115,174.89,-0.23,,,,564.2,0.40625,0.01245,0.00083,,,,,,0.0425,0.0005395,4.54468E37,0.0577525,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",1802,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58752.853507109,174.89,-0.23,,,,565.3,0.40625,0.03052,0.00132,,,,,,0.1105,0.0002508,1.18269E38,0.0268477,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
https://fastlab-imgs.zero2x.org/img/plain/blinkverse/data/frb/frb20121102a_1809.jpg,1809,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58752.856610585,174.89,-0.23,,,,565.6,0.56875,0.00973,0.00292,,,,,,0.0154,0.00155,1.6457E37,0.165668,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",1826,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58752.869652994,174.89,-0.23,,,,564.7,0.54375,0.07114,0.00556,,,,,,0.254,0.00167,2.7187E38,0.178556,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
https://fastlab-imgs.zero2x.org/img/plain/blinkverse/data/frb/frb20121102a_1827.jpg,1827,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58752.869653059,174.89,-0.23,,,,563.2,0.5,0.0474,0.0078,,,,,,0.1526,0.0025,1.63386E38,0.267192,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",1830,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58752.873378827,174.89,-0.23,,,,567.4,0.55625,0.01145,0.0008,,,,,,0.0539,0.00032,5.77306E37,0.0342554,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
https://fastlab-imgs.zero2x.org/img/plain/blinkverse/data/frb/frb20121102a_1851.jpg,1851,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58753.928390228,174.89,-0.23,,,,563.8,0.55625,0.00761,0.00082,,,,,,0.0333,0.0006396,3.56811E37,0.0684681,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
https://fastlab-imgs.zero2x.org/img/plain/blinkverse/data/frb/frb20121102a_1854.jpg,1854,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58753.929355966,174.89,-0.23,,,,566.3,0.55625,0.55892,0.00142,,,,,,1.6991,0.0000142,1.81887E39,0.00152009,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",1858,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58753.929950885,174.89,-0.23,,,,566.9,0.68125,0.012,0.0025,,,,,,0.0476,0.0016,5.09978E37,0.171277,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
https://fastlab-imgs.zero2x.org/img/plain/blinkverse/data/frb/frb20121102a_1859.jpg,1859,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58753.930590935,174.89,-0.23,,,,567.1,0.44375,0.01035,0.00097,,,,,,0.0406,0.0004268,4.34316E37,0.0456882,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
https://fastlab-imgs.zero2x.org/img/plain/blinkverse/data/frb/frb20121102a_1895.jpg,1895,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58753.952760126,174.89,-0.23,,,,565.4,0.31875,0.0247,0.00113,,,,,,0.0741,0.0001808,7.93228E37,0.0193543,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",1910,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58754.987706993,174.89,-0.23,,,,565.6,0.44375,0.01837,0.00135,,,,,,0.0558,0.000351,5.97809E37,0.0375739,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
https://fastlab-imgs.zero2x.org/img/plain/blinkverse/data/frb/frb20121102a_1915.jpg,1915,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58754.990560347,174.89,-0.23,,,,566.7,0.66875,0.01438,0.00121,,,,,,0.0516,0.0004356,5.52628E37,0.0466302,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",1939,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58755.007856025,174.89,-0.23,,,,565.2,0.35625,0.01512,0.00112,,,,,,0.0511,0.000336,5.47076E37,0.0359682,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
https://fastlab-imgs.zero2x.org/img/plain/blinkverse/data/frb/frb20121102a_1941.jpg,1941,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58755.013052715,174.89,-0.23,,,,563.7,0.30625,0.07275,0.00116,,,,,,0.2976,0.0000928,3.18519E38,0.00993408,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",1951,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58755.018410558,174.89,-0.23,,,,564.7,0.25,0.01624,0.00165,,,,,,0.0429,0.000528,4.58954E37,0.0565215,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",1953,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58755.021024477,174.89,-0.23,,,,563.3,0.34375,0.01554,0.00108,,,,,,0.1086,0.000648,1.16281E38,0.0693673,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",1954,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58755.021070177,174.89,-0.23,,,,563.3,0.34375,0.02668,0.00126,,,,,,0.1636,0.000441,1.75076E38,0.0472083,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
https://fastlab-imgs.zero2x.org/img/plain/blinkverse/data/frb/frb20121102a_1971.jpg,1971,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58755.893732354,174.89,-0.23,,,,565.9,,0.00936,0.000074,,,,,,0.0766,0.000693383339333331,8.203960245E37,0.074225472,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",1992,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58756.849095737,174.89,-0.23,,,,568.6,0.71875,0.00703,0.00215,,,,,,0.0159,0.00174,1.70076E37,0.186425,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
https://fastlab-imgs.zero2x.org/img/plain/blinkverse/data/frb/frb20121102a_1981.jpg,1981,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58756.843169954,174.89,-0.23,,,,566,,0.0254,0.000299,,,,,,0.066,0.000888931851342339,7.064174548E37,0.095158598,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",1983,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58756.843752585,174.89,-0.23,,,,566,,0.03552,0.000417,,,,,,0.1464,0.00196607711116216,1.566837821E38,0.210465111,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",1989,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58756.848283408,174.89,-0.23,,,,567.1,0.36875,0.27278,0.0093,,,,,,0.7174,0.00093,7.67976E38,0.0995549,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",1999,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58756.851634986,174.89,-0.23,,,,565.8,0.43125,0.01894,0.00106,,,,,,0.0868,0.0003286,9.28592E37,0.0351761,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",2010,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58756.853463399,174.89,-0.23,,,,567.8,0.59375,0.01633,0.005,,,,,,0.0446,0.00295,4.77231E37,0.315792,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",2002,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58756.851639473,174.89,-0.23,,,,569,0.58125,0.0177,0.00103,,,,,,0.0568,0.0004635,6.08216E37,0.0496169,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",2041,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58756.863461985,174.89,-0.23,,,,566.1,0.44375,0.01838,0.00193,,,,,,0.0463,0.0009457,4.95822E37,0.101236,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",2001,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58756.851639479,174.89,-0.23,,,,566.7,0.31875,0.0173,0.0012,,,,,,0.0656,0.000372,7.01883E37,0.0398219,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
https://fastlab-imgs.zero2x.org/img/plain/blinkverse/data/frb/frb20121102a_2008.jpg,2008,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58756.852503218,174.89,-0.23,,,,566.5,0.36875,0.02741,0.0015,,,,,,0.0556,0.00045,5.95641E37,0.0481717,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
https://fastlab-imgs.zero2x.org/img/plain/blinkverse/data/frb/frb20121102a_2005.jpg,2005,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58756.852085737,174.89,-0.23,,,,566.4,0.58125,0.02513,0.00157,,,,,,0.0593,0.0002669,6.34869E37,0.0285712,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",2011,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58756.853463409,174.89,-0.23,,,,569.1,0.73125,0.00535,0.00162,,,,,,0.0322,0.00573,3.4477E37,0.6139,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
https://fastlab-imgs.zero2x.org/img/plain/blinkverse/data/frb/frb20121102a_2043.jpg,2043,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58756.863594607,174.89,-0.23,,,,564.4,0.60625,0.02131,0.00128,,,,,,0.0567,0.0002432,6.06799E37,0.0260341,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
https://fastlab-imgs.zero2x.org/img/plain/blinkverse/data/frb/frb20121102a_2014.jpg,2014,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58756.855010516,174.89,-0.23,,,,565.4,0.56875,0.01081,0.00125,,,,,,0.0373,0.0005875,3.99231E37,0.0628908,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
https://fastlab-imgs.zero2x.org/img/plain/blinkverse/data/frb/frb20121102a_2032.jpg,2032,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58756.860643242,174.89,-0.23,,,,566.1,0.63125,0.03101,0.00115,,,,,,0.1244,0.000207,1.33115E38,0.022159,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",2037,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58756.861682814,174.89,-0.23,,,,566,0.48125,0.00945,0.00109,,,,,,0.08,0.00142,8.5683E37,0.151687,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",2056,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58756.864380436,174.89,-0.23,,,,567.3,0.71875,0.0052,0.00072,,,,,,0.051,0.00125,5.45518E37,0.13411,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
https://fastlab-imgs.zero2x.org/img/plain/blinkverse/data/frb/frb20121102a_2061.jpg,2061,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58756.867273347,174.89,-0.23,,,,567.4,0.36875,0.59129,0.00335,,,,,,1.2121,0.0000335,1.29758E39,0.00358612,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",2062,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58756.86727342,174.89,-0.23,,,,566.3,0.45625,0.00574,0.00072,,,,,,0.0062,0.0002232,6.63614E36,0.0238932,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",2063,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58756.867598264,174.89,-0.23,,,,567.3,0.81875,0.01418,0.00114,,,,,,0.0457,0.000342,4.88778E37,0.0366105,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",2054,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58756.864142484,174.89,-0.23,,,,563.4,0.43125,0.13139,0.00259,,,,,,0.653,0.0004662,6.99034E38,0.0499059,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",2009,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58756.852772601,174.89,-0.23,,,,566.2,0.54375,0.01068,0.00091,,,,,,0.0751,0.0006734,8.03723E37,0.0720863,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",2021,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58756.857315162,174.89,-0.23,,,,565.9,0.44375,0.01601,0.00134,,,,,,0.0501,0.0004288,5.36433E37,0.0459023,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
https://fastlab-imgs.zero2x.org/img/plain/blinkverse/data/frb/frb20121102a_2023.jpg,2023,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58756.857974018,174.89,-0.23,,,,565.1,0.375,0.01265,0.00152,,,,,,0.028,0.0004712,2.99269E37,0.0504411,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
https://fastlab-imgs.zero2x.org/img/plain/blinkverse/data/frb/frb20121102a_2045.jpg,2045,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58756.863631057,174.89,-0.23,,,,565.1,0.50625,0.02755,0.0016,,,,,,0.0598,0.00024,6.39972E37,0.0256916,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",2004,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58756.851690467,174.89,-0.23,,,,565.4,0.51875,0.01888,0.00125,,,,,,0.0946,0.000725,1.01256E38,0.07761,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",2015,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58756.85514017,174.89,-0.23,,,,566,0.44375,0.01239,0.00176,,,,,,0.0607,0.00128,6.49901E37,0.137536,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",2029,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58756.859612339,174.89,-0.23,,,,564.6,0.66875,0.00932,0.001,,,,,,0.0543,0.00119,5.81653E37,0.127387,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
