tns_name,previous_name,repeater_name,ra_1,ra_1_err_low,ra_1_err_up,ra_2,ra_2_err_low,ra_2_err_up,ra_notes,dec_1,dec_1_err_low,dec_1_err_up,dec_2,dec_2_err_low,dec_2_err_up,dec_notes,gl,gb,exp_up,exp_up_err,exp_up_notes,exp_low,exp_low_err,exp_low_notes,bonsai_snr,bonsai_dm,low_ft_90,up_ft_90,low_ft_95,up_ft_95,snr_fitb,dm_fitb,dm_fitb_err,dm_exc_1_ne2001,dm_exc_2_ne2001,dm_exc_1_ymw16,dm_exc_2_ymw16,bc_width,scat_time,scat_time_err,flux,flux_err,flux_notes,fluence,fluence_err,fluence_notes,sub_num,mjd_400,mjd_400_err,mjd_inf,mjd_inf_err,width_fitb,width_fitb_err,sp_idx,sp_idx_err,sp_run,sp_run_err,high_freq,low_freq,peak_freq,chi_sq,dof,flag_frac,R_cc
FRB20210316C,-9999,FRB20191106C,199.577,0.013,0.013,-9999,-9999,-9999,-9999,43.0025,0.0088,0.0088,-9999,-9999,-9999,-9999,105.7,73.22,65.6,2.9,-9999,-9999,-9999,-9999,18.18,331.6,-9999,1.9,-9999,2.4,45.39,331.91,0.28,306.9,-9999,311.4,-9999,0.04227,0.00891,0.00057,0.080,0.039,-9999,1.29,0.30,-9999,0,59289.39890532636500,0.00000000000019,59289.39880579919600,0.00000000000099,0.00781,0.00074,20.9,2.0,-131,10,494.8,400.2,433.4,1359307.887,1352945,45.673,3.1e-13
FRB20200418A,-9999,FRB20191114A,273.574,0.031,0.031,-9999,-9999,-9999,-9999,19.799,0.038,0.038,-9999,-9999,-9999,-9999,46.97,16.83,61.1,4.5,-9999,-9999,-9999,-9999,14.26,553.2,-9999,2.1,-9999,2.7,26.86,554.9,-9999,456.8,-9999,475.3,-9999,0.00688,<0.010,-9999,0.59,0.31,-9999,5.3,1.7,-9999,0,58957.512435881790000,0.000000000000043,58957.5122694869,0.0000000019,0.00500,0.00030,88.6,9.5,-158,17,592.4,468.4,526.8,506772.81,505413,45.88,0.066
FRB20200614B,-9999,FRB20191114A,273.574,0.031,0.031,-9999,-9999,-9999,-9999,19.799,0.038,0.038,-9999,-9999,-9999,-9999,46.97,16.83,61.1,4.5,-9999,-9999,-9999,-9999,14.36,549.9,-9999,2.1,-9999,2.7,33.77,552.88,0.11,454.8,-9999,473.3,-9999,0.02851,<0.0094,-9999,0.43,0.31,-9999,3.8,1.9,-9999,0,59014.357610519850000,0.000000000000063,59014.35744472928500,0.00000000000038,0.00468,0.00027,28.4,4.1,-332,39,453.9,400.2,417.7,510765.164,511113,45.27,0.066
FRB20200701A,-9999,FRB20200118D,106.909,0.012,0.012,-9999,-9999,-9999,-9999,42.8374,0.0095,0.0095,-9999,-9999,-9999,-9999,174.45,20.86,71.8,4.9,-9999,-9999,-9999,-9999,32.68,626.0,-9999,1.2,-9999,1.4,42.98,625.2,-9999,548.6,-9999,533.6,-9999,0.00492,<0.0026,-9999,1.05,0.27,-9999,2.98,0.49,-9999,0,59031.849831315800000,0.000000000000012,59031.8496438404,0.0000000022,0.001823,0.000075,53.2,4.6,-56.9,4.8,775.6,522.3,636.5,338499.298,333021,46.509,0.038
FRB20200701A,-9999,FRB20200118D,106.909,0.012,0.012,-9999,-9999,-9999,-9999,42.8374,0.0095,0.0095,-9999,-9999,-9999,-9999,174.45,20.86,71.8,4.9,-9999,-9999,-9999,-9999,32.68,626.0,-9999,1.2,-9999,1.4,42.98,625.2,-9999,548.6,-9999,533.6,-9999,0.00492,<0.0026,-9999,1.05,0.27,-9999,2.98,0.49,-9999,1,59031.849831407570000,0.000000000000021,59031.8496439322,0.0000000022,0.00128,0.00012,26.2,4.4,-72,12,567.5,400.2,469.8,338499.298,333021,46.509,0.038
FRB20200219B,-9999,FRB20200127B,119.20,0.11,0.11,-9999,-9999,-9999,-9999,86.6087,0.0077,0.0077,-9999,-9999,-9999,-9999,126.62,28.03,154,13,-9999,951,18,-9999,29.3,351.0,5.3,3.7,6.4,4.4,43.54,351.317,-9999,297.3,-9999,300.6,-9999,0.00098,<0.00090,-9999,2.41,0.89,-9999,4.7,1.6,-9999,0,58898.7690868241700000,0.0000000000000063,58898.7689814766,0.0000000012,0.000450,0.000015,8.19,0.72,-15.8,1.2,758.4,400.2,518.1,164644.095,166985,46.356,0.017
FRB20201014B,-9999,FRB20200202A,25.928,0.016,0.016,-9999,-9999,-9999,-9999,44.2900,0.0074,0.0074,-9999,-9999,-9999,-9999,132.71,-17.59,62.1,5.5,-9999,-9999,-9999,-9999,34.95,726.3,-9999,6.1,-9999,7.7,112.6,726.33,-9999,643.1,-9999,642.3,-9999,0.02064,<0.0030,-9999,3.0,1.4,-9999,32,14,-9999,0,59136.3438278183800000,0.0000000000000096,59136.3436100177,0.0000000025,0.002841,0.000071,84.3,5.7,-70.2,4.8,800.2,605.5,742.2,559866.366,542515,41.907,0.00028
FRB20201014B,-9999,FRB20200202A,25.928,0.016,0.016,-9999,-9999,-9999,-9999,44.2900,0.0074,0.0074,-9999,-9999,-9999,-9999,132.71,-17.59,62.1,5.5,-9999,-9999,-9999,-9999,34.95,726.3,-9999,6.1,-9999,7.7,112.6,726.33,-9999,643.1,-9999,642.3,-9999,0.02064,<0.0030,-9999,3.0,1.4,-9999,32,14,-9999,1,59136.3438279596960000,0.0000000000000033,59136.3436101590,0.0000000025,0.001486,0.000023,92.9,3.1,-81.2,2.8,800.2,590.8,709.6,559866.366,542515,41.907,0.00028
FRB20200702C,-9999,FRB20200223B,8.2653,0.0076,0.0076,-9999,-9999,-9999,-9999,28.8310,0.0073,0.0073,-9999,-9999,-9999,-9999,118.08,-33.87,51.7,1.9,-9999,-9999,-9999,-9999,22.68,203.8,-9999,7.6,-9999,8.7,76.38,202.75,-9999,157.1,-9999,165.7,-9999,0.00786,<0.0046,-9999,1.52,0.37,-9999,9.6,1.8,-9999,0,59032.5751114280100000,0.0000000000000080,59032.57505063046,0.00000000070,0.002292,0.000049,99.8,3.8,-91.0,3.5,800.2,589.3,690.7,342611.597,332684,46.564,4.1e-05
FRB20200821B,-9999,FRB20200223B,8.2653,0.0076,0.0076,-9999,-9999,-9999,-9999,28.8310,0.0073,0.0073,-9999,-9999,-9999,-9999,118.08,-33.87,51.7,1.9,-9999,-9999,-9999,-9999,8.13,202.2,-9999,7.6,-9999,8.7,11.34,201.7,-9999,156.1,-9999,164.7,-9999,0.00492,<0.0027,-9999,2.8,2.6,-9999,5.6,1.8,-9999,0,59082.440396612710000,0.000000000000035,59082.44033613001,0.00000000070,0.00137,0.00020,23.8,7.8,-25.8,8.2,800.2,472.1,620.1,339179.776,339448,45.477,4.1e-05
FRB20210115C,-9999,FRB20200223B,8.2653,0.0076,0.0076,-9999,-9999,-9999,-9999,28.8310,0.0073,0.0073,-9999,-9999,-9999,-9999,118.08,-33.87,51.7,1.9,-9999,-9999,-9999,-9999,14.63,201.8,-9999,7.6,-9999,8.7,30.75,202.039,-9999,156.4,-9999,165.0,-9999,0.01081,0.00191,0.00022,7.5,5.4,-9999,14.4,2.7,-9999,0,59229.04023149663400,0.00000000000053,59229.04017091217,0.00000000070,0.00224,0.00014,54.1,6.1,-56.6,6.3,790.0,527.7,645.7,522284.868,519776,44.342,4.1e-05
FRB20210117F,-9999,FRB20200223B,8.2653,0.0076,0.0076,-9999,-9999,-9999,-9999,28.8310,0.0073,0.0073,-9999,-9999,-9999,-9999,118.08,-33.87,51.7,1.9,-9999,-9999,-9999,-9999,10.78,201.0,-9999,7.6,-9999,8.7,19.15,200.88,-9999,155.3,-9999,163.8,-9999,0.00295,<0.0025,-9999,1.9,1.8,-9999,2.8,1.3,-9999,0,59231.031822327170000,0.000000000000021,59231.03176209036,0.00000000070,0.00126,0.00011,63,11,-73,12,725.6,515.1,611.3,355561.677,355332,42.926,4.1e-05
FRB20201105A,-9999,FRB20200320A,42.451,0.041,0.016,-9999,-9999,-9999,-9999,15.844,0.055,0.067,-9999,-9999,-9999,-9999,160.2,-38.32,59,11,-9999,-9999,-9999,-9999,8.83,581.1,-9999,8.7,-9999,11.0,9.29,581.4083,0.0068,535.8,-9999,542.3,-9999,0.00197,<0.0012,-9999,0.63,0.39,-9999,1.26,0.85,-9999,0,59158.326579577370000,0.000000000000059,59158.326405233594000,0.000000000000063,0.000595,0.000091,15.3,5.2,-23.6,7.4,755.4,404.6,552.8,343919.769,343210,44.873,0.92
FRB20200820A,-9999,FRB20200420A,7.574,0.020,0.039,-9999,-9999,-9999,-9999,37.264,0.055,0.039,-9999,-9999,-9999,-9999,118.28,-25.42,55,29,-9999,-9999,-9999,-9999,53.31,671.3,-9999,0.7,-9999,1.2,202.2,670.5,-9999,612.5,-9999,620.6,-9999,0.00197,<0.0012,-9999,6.1,2.9,-9999,22,10,-9999,0,59081.4416770942100000,0.0000000000000017,59081.4414760350,0.0000000023,0.0006246,0.0000047,42.44,0.90,-36.70,0.81,800.2,551.6,701.4,393571.548,358329,42.444,0.0011
FRB20200820A,-9999,FRB20200420A,7.574,0.020,0.039,-9999,-9999,-9999,-9999,37.264,0.055,0.039,-9999,-9999,-9999,-9999,118.28,-25.42,55,29,-9999,-9999,-9999,-9999,53.31,671.3,-9999,0.7,-9999,1.2,202.2,670.5,-9999,612.5,-9999,620.6,-9999,0.00197,<0.0012,-9999,6.1,2.9,-9999,22,10,-9999,1,59081.4416771674500000,0.0000000000000065,59081.4414761082,0.0000000023,0.000840,0.000021,14.9,1.5,-12.4,1.4,800.2,485.6,684.7,393571.548,358329,42.444,0.0011
FRB20200508C,-9999,FRB20200508H,54.60,0.27,0.49,-9999,-9999,-9999,-9999,88.04,0.38,0.32,-9999,-9999,-9999,-9999,124.38,25.66,1300,540,-9999,1400,380,-9999,11.35,480.4,1.1,0.8,1.5,1.1,19.1,479.4861,0.0065,421.4,-9999,422.6,-9999,0.00295,<0.0013,-9999,0.91,0.63,-9999,2.4,2.0,-9999,0,58977.8,0.0,58977.801432467895000,0.000000000000023,0.000655,0.000049,3.4,1.6,-15.5,4.0,629.6,400.2,434.3,307424.591,308744,50.409,3.95
FRB20200621A,-9999,FRB20200619A,272.57,0.12,0.12,-9999,-9999,-9999,-9999,55.558,0.058,0.058,-9999,-9999,-9999,-9999,83.96,27.77,109.7,6.1,-9999,-9999,-9999,-9999,13.29,438.3,-9999,2.5,-9999,3.1,27.47,439.7122,0.0055,388.7,-9999,394.8,-9999,0.00295,0.00078,0.00012,0.76,0.22,-9999,1.76,0.48,-9999,0,59021.341549316065000,0.000000000000086,59021.341417461950000,0.000000000000088,0.000485,0.000084,38.8,4.2,-60.0,6.1,672.8,454.7,553.1,359431.962,360347,42.12,4.3e-11
FRB20200825B,-9999,FRB20200619A,272.57,0.12,0.12,-9999,-9999,-9999,-9999,55.558,0.058,0.058,-9999,-9999,-9999,-9999,83.96,27.77,109.7,6.1,-9999,-9999,-9999,-9999,8.79,446.4,-9999,2.5,-9999,3.1,13.29,439.8777,0.0071,388.9,-9999,395.0,-9999,0.02949,0.00208,0.00034,0.175,0.097,-9999,1.05,0.22,-9999,0,59086.158290095770000,0.000000000000022,59086.158158192020000,0.000000000000033,0.000002,0.000075,42.5,8.7,-130,26,538.1,412.5,471.1,-9999,-9999,-9999,4.3e-11
FRB20201022D,-9999,FRB20200619A,272.57,0.12,0.12,-9999,-9999,-9999,-9999,55.558,0.058,0.058,-9999,-9999,-9999,-9999,83.96,27.77,109.7,6.1,-9999,-9999,-9999,-9999,13.02,439.6,-9999,2.5,-9999,3.1,15.05,440.37,-9999,389.4,-9999,395.5,-9999,0.00688,<0.010,-9999,0.52,0.33,-9999,3.1,1.3,-9999,0,59144.007716572820000,0.000000000000065,59144.0075845214,0.0000000015,0.00500,0.00048,-3.4,1.3,5.4,1.8,800.2,400.2,800.2,491267.673,488883,47.65,4.3e-11
FRB20210130E,-9999,FRB20200619A,272.57,0.12,0.12,-9999,-9999,-9999,-9999,55.558,0.058,0.058,-9999,-9999,-9999,-9999,83.96,27.77,109.7,6.1,-9999,-9999,-9999,-9999,12.14,439.6,-9999,2.5,-9999,3.1,15.84,440.233,0.051,389.3,-9999,395.3,-9999,0.00786,<0.0055,-9999,0.33,0.20,-9999,1.12,0.42,-9999,0,59244.72817472098500,0.00000000000010,59244.72804271069600,0.00000000000021,0.00274,0.00024,21.0,5.0,-112,23,506.5,400.2,438.3,366894.317,367302,41.003,4.3e-11
FRB20201018C,-9999,FRB20200809E,19.96,0.10,0.10,-9999,-9999,-9999,-9999,82.892,0.016,0.016,-9999,-9999,-9999,-9999,123.86,20.07,509.8,2.4,-9999,410,26,-9999,13.36,1698.4,6.1,2.5,7.3,3.1,22.85,1703.504,0.011,1629.8,-9999,1620.4,-9999,0.00492,<0.0039,-9999,0.80,0.36,-9999,3.0,1.3,-9999,0,59140.329248175030000,0.000000000000038,59140.328737354370000,0.000000000000055,0.00194,0.00012,32.5,4.0,-63.8,7.4,624.2,426.9,516.2,348489.336,346934,44.275,2.8e-06
FRB20210128B,-9999,FRB20200809E,19.96,0.10,0.10,-9999,-9999,-9999,-9999,82.892,0.016,0.016,-9999,-9999,-9999,-9999,123.86,20.07,509.8,2.4,-9999,410,26,-9999,9.11,1699.6,6.1,2.5,7.3,3.1,9.39,1701.09,0.12,1627.4,-9999,1617.9,-9999,0.0118,<0.0086,-9999,0.41,0.22,-9999,1.48,0.26,-9999,0,59242.03845904552000,0.00000000000022,59242.03794894996000,0.00000000000048,0.00431,0.00088,46,13,-164,46,517.9,408.7,460.1,553623.401,552837,40.802,2.8e-06
FRB20210208B,-9999,FRB20200809E,19.96,0.10,0.10,-9999,-9999,-9999,-9999,82.892,0.016,0.016,-9999,-9999,-9999,-9999,123.86,20.07,509.8,2.4,-9999,410,26,-9999,20.4,1704.0,6.1,2.5,7.3,3.1,23.75,1702.01,-9999,1628.3,-9999,1618.9,-9999,0.03047,<0.0070,-9999,0.45,0.12,-9999,6.32,0.86,-9999,0,59253.002413871120000,0.000000000000051,59253.0019034986,0.0000000059,0.00349,0.00033,30.8,6.6,-30.8,6.6,800.2,507.5,642.0,892814.865,889189,42.871,2.8e-06
FRB20210208B,-9999,FRB20200809E,19.96,0.10,0.10,-9999,-9999,-9999,-9999,82.892,0.016,0.016,-9999,-9999,-9999,-9999,123.86,20.07,509.8,2.4,-9999,410,26,-9999,20.4,1704.0,6.1,2.5,7.3,3.1,23.75,1702.01,-9999,1628.3,-9999,1618.9,-9999,0.03047,<0.0070,-9999,0.45,0.12,-9999,6.32,0.86,-9999,1,59253.002414077906000,0.000000000000062,59253.0019037053,0.0000000059,0.00500,0.00046,33.1,6.0,-51.3,8.8,659.9,448.7,544.1,892814.865,889189,42.871,2.8e-06
FRB20210203E,-9999,FRB20200828A,114.08,0.20,0.44,-9999,-9999,-9999,-9999,80.021,0.11,0.095,-9999,-9999,-9999,-9999,134.1,28.63,240,130,-9999,220,130,-9999,9.23,553.2,1.6,0.4,2.4,0.5,6.18,553.635,0.025,500.0,-9999,503.3,-9999,0.09732,<0.0046,-9999,0.49,0.29,-9999,10.9,4.0,-9999,0,59248.3271590847650,0.0000000000013,59248.3269931287400,0.0000000000022,0.00231,0.00039,8.6,4.4,-9.9,5.2,800.2,400.2,400.2,362922.786,361070,42.004,1.6
FRB20200914C,-9999,FRB20200913C,269.027,0.064,0.064,-9999,-9999,-9999,-9999,65.805,0.031,0.031,-9999,-9999,-9999,-9999,95.51,30.21,156.5,3.3,-9999,-9999,-9999,-9999,11.51,574.2,-9999,1.8,-9999,2.2,12.41,575.7389,0.0059,527.9,-9999,533.2,-9999,0.00197,<0.0015,-9999,0.68,0.23,-9999,1.60,0.36,-9999,0,59106.103300414965000,0.000000000000086,59106.103127771250000,0.000000000000089,0.000731,0.000083,1.7,1.9,-2.6,2.8,800.2,400.2,551.3,305106.556,304944,51.019,0.18
FRB20201210B,-9999,FRB20200926A,283.28,0.20,0.18,-9999,-9999,-9999,-9999,53.95,0.31,0.30,-9999,-9999,-9999,-9999,83.73,21.4,67,43,-9999,-9999,-9999,-9999,10.96,757.4,-9999,0.5,-9999,0.9,12.66,757.78,-9999,694.0,-9999,698.4,-9999,0.00786,<0.0048,-9999,0.34,0.24,-9999,0.94,0.46,-9999,0,59193.89842378640000,0.00000000000028,59193.8981965550,0.0000000026,0.00238,0.00026,71,16,-183,40,567.0,439.6,499.3,366367.836,367986,40.894,0.22
FRB20201223A,-9999,FRB20200926A,283.28,0.20,0.18,-9999,-9999,-9999,-9999,53.95,0.31,0.30,-9999,-9999,-9999,-9999,83.73,21.4,67,43,-9999,-9999,-9999,-9999,11.0,757.4,-9999,0.5,-9999,0.9,14.08,758.88,0.10,695.1,-9999,699.5,-9999,0.0059,<0.0042,-9999,0.16,0.12,-9999,0.56,0.23,-9999,0,59206.865247994300000,0.000000000000087,59206.86502043248000,0.00000000000036,0.00211,0.00027,27.3,6.1,-108,23,524.7,400.2,450.8,374907.882,374902,39.783,0.22
FRB20201125B,-9999,FRB20200929C,17.041,0.017,0.017,-9999,-9999,-9999,-9999,18.474,0.015,0.015,-9999,-9999,-9999,-9999,128.47,-44.22,55.7,2.0,-9999,-9999,-9999,-9999,21.18,413.7,-9999,5.5,-9999,7.8,18.61,413.6798,0.0044,375.3,-9999,384.3,-9999,0.00393,<0.0017,-9999,0.51,0.32,-9999,1.3,1.1,-9999,0,59178.200153082340000,0.000000000000039,59178.200029034415000,0.000000000000042,0.000862,0.000067,53.0,9.6,-61,11,773.3,469.7,602.7,351868.826,351950,43.469,1e-09
FRB20201203C,-9999,FRB20200929C,17.041,0.017,0.017,-9999,-9999,-9999,-9999,18.474,0.015,0.015,-9999,-9999,-9999,-9999,128.47,-44.22,55.7,2.0,-9999,-9999,-9999,-9999,11.49,412.9,-9999,5.5,-9999,7.8,12.93,413.5,-9999,375.1,-9999,384.1,-9999,0.00295,<0.0056,-9999,0.49,0.32,-9999,0.53,0.23,-9999,0,59186.17777144236000,0.00000000000016,59186.1776474483,0.0000000014,0.00279,0.00031,42.7,9.5,-184,40,502.4,401.8,449.3,341875.137,342184,45.038,1e-09
FRB20201229C,-9999,FRB20200929C,17.041,0.017,0.017,-9999,-9999,-9999,-9999,18.474,0.015,0.015,-9999,-9999,-9999,-9999,128.47,-44.22,55.7,2.0,-9999,-9999,-9999,-9999,12.26,414.9,-9999,5.5,-9999,7.8,18.35,413.0,-9999,374.6,-9999,383.6,-9999,0.02261,<0.0045,-9999,0.57,0.29,-9999,3.9,1.3,-9999,0,59212.1083064822600,0.0000000000050,59212.1081826382,0.0000000014,0.0023,0.0097,50,420,-70,550,773.9,513.5,630.4,694435.486,692420,44.391,1e-09
FRB20201229C,-9999,FRB20200929C,17.041,0.017,0.017,-9999,-9999,-9999,-9999,18.474,0.015,0.015,-9999,-9999,-9999,-9999,128.47,-44.22,55.7,2.0,-9999,-9999,-9999,-9999,12.26,414.9,-9999,5.5,-9999,7.8,18.35,413.0,-9999,374.6,-9999,383.6,-9999,0.02261,<0.0045,-9999,0.57,0.29,-9999,3.9,1.3,-9999,1,59212.10830665572000,0.00000000000022,59212.1081828116,0.0000000014,0.0040,0.0010,53,18,-59,20,770.1,516.3,630.6,694435.486,692420,44.391,1e-09
FRB20201229C,-9999,FRB20200929C,17.041,0.017,0.017,-9999,-9999,-9999,-9999,18.474,0.015,0.015,-9999,-9999,-9999,-9999,128.47,-44.22,55.7,2.0,-9999,-9999,-9999,-9999,12.26,414.9,-9999,5.5,-9999,7.8,18.35,413.0,-9999,374.6,-9999,383.6,-9999,0.02261,<0.0045,-9999,0.57,0.29,-9999,3.9,1.3,-9999,2,59212.108306795940000,0.000000000000072,59212.1081829519,0.0000000014,0.00235,0.00024,71,14,-105,20,649.6,484.6,561.1,694435.486,692420,44.391,1e-09
FRB20210313B,-9999,FRB20200929C,17.041,0.017,0.017,-9999,-9999,-9999,-9999,18.474,0.015,0.015,-9999,-9999,-9999,-9999,128.47,-44.22,55.7,2.0,-9999,-9999,-9999,-9999,17.42,412.9,-9999,5.5,-9999,7.8,36.93,413.6154,0.0064,375.2,-9999,384.2,-9999,0.00786,0.00133,0.00013,0.91,0.47,-9999,4.8,1.6,-9999,0,59286.904990831670000,0.000000000000030,59286.904866803045000,0.000000000000038,0.000620,0.000090,79.1,5.9,-144,10,597.4,464.0,526.5,313622.39,309275,50.323,1e-09
FRB20210314A,-9999,FRB20200929C,17.041,0.017,0.017,-9999,-9999,-9999,-9999,18.474,0.015,0.015,-9999,-9999,-9999,-9999,128.47,-44.22,55.7,2.0,-9999,-9999,-9999,-9999,17.05,413.7,-9999,5.5,-9999,7.8,21.55,413.69,-9999,375.3,-9999,384.3,-9999,0.00786,<0.0034,-9999,0.46,0.27,-9999,2.75,0.89,-9999,0,59287.903339312990000,0.000000000000020,59287.9032152620,0.0000000014,0.00170,0.00013,25.7,3.9,-107,15,520.1,400.2,450.5,310676.149,308098,50.513,1e-09
FRB20210326B,-9999,FRB20200929C,17.041,0.017,0.017,-9999,-9999,-9999,-9999,18.474,0.015,0.015,-9999,-9999,-9999,-9999,128.47,-44.22,55.7,2.0,-9999,-9999,-9999,-9999,22.19,413.7,-9999,5.5,-9999,7.8,40.62,413.98,-9999,375.6,-9999,384.6,-9999,0.0059,<0.0033,-9999,0.89,0.42,-9999,1.99,0.98,-9999,0,59299.8658610060700000,0.0000000000000091,59299.8657368681,0.0000000014,0.001652,0.000063,56.0,4.3,-137,10,558.6,431.4,490.9,314320.876,311138,50.024,1e-09
FRB20201219A,-9999,FRB20201114A,221.586,0.082,0.082,-9999,-9999,-9999,-9999,71.789,0.027,0.027,-9999,-9999,-9999,-9999,111.15,42.61,135,27,-9999,83,17,-9999,11.31,321.1,66.3,6.8,79.6,8.3,17.03,322.399,0.011,284.5,-9999,291.6,-9999,0.00983,0.00309,0.00050,0.45,0.27,-9999,2.45,0.73,-9999,0,59202.70239239474000,0.00000000000014,59202.70229571867000,0.00000000000015,0.00072,0.00021,17.9,3.5,-27.8,4.7,735.3,413.7,551.6,556988.142,556769,40.381,0.018
FRB20201225D,-9999,FRB20201130A,64.388,0.012,0.012,-9999,-9999,-9999,-9999,7.941,0.014,0.014,-9999,-9999,-9999,-9999,185.42,-29.04,15,11,-9999,-9999,-9999,-9999,15.01,288.7,-9999,10.4,-9999,13.2,25.17,288.26,-9999,231.8,-9999,219.6,-9999,0.0118,<0.0087,-9999,1.8,1.8,-9999,18,14,-9999,0,59208.249328405550000,0.000000000000036,59208.2492419666,0.0000000010,0.00435,0.00026,27.4,3.3,-45.3,5.1,669.9,421.4,531.3,520982.118,518466,44.482,5.3e-18
FRB20210105G,-9999,FRB20201130A,64.388,0.012,0.012,-9999,-9999,-9999,-9999,7.941,0.014,0.014,-9999,-9999,-9999,-9999,185.42,-29.04,15,11,-9999,-9999,-9999,-9999,14.76,287.5,-9999,10.4,-9999,13.2,23.17,287.8888,0.0073,231.4,-9999,219.2,-9999,0.00492,0.00179,0.00035,5.4,3.1,-9999,14.7,8.2,-9999,0,59219.219166014850000,0.000000000000041,59219.219079687190000,0.000000000000048,0.00047,0.00013,24.9,3.6,-38.7,5.0,703.9,432.3,551.6,325577.687,324779,47.833,5.3e-18
FRB20210114B,-9999,FRB20201130A,64.388,0.012,0.012,-9999,-9999,-9999,-9999,7.941,0.014,0.014,-9999,-9999,-9999,-9999,185.42,-29.04,15,11,-9999,-9999,-9999,-9999,11.22,288.3,-9999,10.4,-9999,13.2,14.29,288.538,0.017,232.1,-9999,219.9,-9999,0.00492,<0.0051,-9999,1.22,0.60,-9999,5.0,1.7,-9999,0,59228.196207064306000,0.000000000000092,59228.19612055286400,0.00000000000011,0.00254,0.00024,20.5,4.4,-28.8,5.8,758.0,430.6,571.4,357813.754,357878,42.517,5.3e-18
FRB20210117E,-9999,FRB20201130A,64.388,0.012,0.012,-9999,-9999,-9999,-9999,7.941,0.014,0.014,-9999,-9999,-9999,-9999,185.42,-29.04,15,11,-9999,-9999,-9999,-9999,13.1,288.7,-9999,10.4,-9999,13.2,13.44,288.94,-9999,232.5,-9999,220.3,-9999,0.0118,<0.010,-9999,0.62,0.46,-9999,5.0,2.4,-9999,0,59231.186123861866000,0.000000000000074,59231.1860372190,0.0000000010,0.00500,0.00054,-3.3,1.9,-4.5,4.6,580.7,400.2,400.2,523227.735,522228,44.08,5.3e-18
FRB20210118B,-9999,FRB20201130A,64.388,0.012,0.012,-9999,-9999,-9999,-9999,7.941,0.014,0.014,-9999,-9999,-9999,-9999,185.42,-29.04,15,11,-9999,-9999,-9999,-9999,10.35,288.3,-9999,10.4,-9999,13.2,15.93,288.15,-9999,231.7,-9999,219.5,-9999,0.00885,<0.0066,-9999,0.86,0.45,-9999,4.0,1.2,-9999,0,59232.184245793310000,0.000000000000045,59232.1841593873,0.0000000010,0.00331,0.00032,25.6,5.2,-35.8,6.9,716.2,445.5,564.9,524629.13,523539,43.939,5.3e-18
FRB20210205D,-9999,FRB20201130A,64.388,0.012,0.012,-9999,-9999,-9999,-9999,7.941,0.014,0.014,-9999,-9999,-9999,-9999,185.42,-29.04,15,11,-9999,-9999,-9999,-9999,9.51,287.1,-9999,10.4,-9999,13.2,10.44,287.63,-9999,231.2,-9999,219.0,-9999,0.01475,<0.0064,-9999,6.8,6.3,-9999,18.4,7.7,-9999,0,59250.138084863470000,0.000000000000063,59250.1379986134,0.0000000010,0.00318,0.00045,20.5,5.8,-49,13,616.4,400.2,484.4,540183.759,541152,42.053,5.3e-18
FRB20210220E,-9999,FRB20201130A,64.388,0.012,0.012,-9999,-9999,-9999,-9999,7.941,0.014,0.014,-9999,-9999,-9999,-9999,185.42,-29.04,15,11,-9999,-9999,-9999,-9999,9.89,287.1,-9999,10.4,-9999,13.2,15.01,287.59,0.30,231.1,-9999,218.9,-9999,0.02949,<0.013,-9999,4.2,2.9,-9999,8.0,6.5,-9999,0,59265.09605058249000,0.00000000000015,59265.0959643438200,0.0000000000011,0.00655,0.00072,-0.1,3.9,-42,20,500.9,400.2,400.2,669999.427,671074,46.106,5.3e-18
FRB20210228B,-9999,FRB20201130A,64.388,0.012,0.012,-9999,-9999,-9999,-9999,7.941,0.014,0.014,-9999,-9999,-9999,-9999,185.42,-29.04,15,11,-9999,-9999,-9999,-9999,13.09,289.5,-9999,10.4,-9999,13.2,27.15,288.18,-9999,231.7,-9999,219.5,-9999,0.0462,<0.010,-9999,0.54,0.24,-9999,5.2,1.7,-9999,0,59273.069107613480000,0.000000000000096,59273.0690211985,0.0000000010,0.00500,0.00072,-5.4,1.6,6.6,2.3,800.2,400.2,400.2,751446.857,751629,51.709,5.3e-18
FRB20210228B,-9999,FRB20201130A,64.388,0.012,0.012,-9999,-9999,-9999,-9999,7.941,0.014,0.014,-9999,-9999,-9999,-9999,185.42,-29.04,15,11,-9999,-9999,-9999,-9999,13.09,289.5,-9999,10.4,-9999,13.2,27.15,288.18,-9999,231.7,-9999,219.5,-9999,0.0462,<0.010,-9999,0.54,0.24,-9999,5.2,1.7,-9999,1,59273.069107816550000,0.000000000000044,59273.0690214016,0.0000000010,0.00500,0.00031,31.4,4.1,-148,18,500.2,400.2,444.0,751446.857,751629,51.709,5.3e-18
FRB20210323E,-9999,FRB20201130A,64.388,0.012,0.012,-9999,-9999,-9999,-9999,7.941,0.014,0.014,-9999,-9999,-9999,-9999,185.42,-29.04,15,11,-9999,-9999,-9999,-9999,9.92,292.0,-9999,10.4,-9999,13.2,18.42,290.92,0.35,234.5,-9999,222.3,-9999,0.01573,<0.012,-9999,0.57,0.22,-9999,4.4,2.1,-9999,0,59296.01082682617000,0.00000000000052,59296.0107395887200,0.0000000000013,0.00582,0.00078,72,12,-134,21,596.2,455.5,521.1,602751.954,601534,51.691,5.3e-18
